code,product_name,ingredients_text
8712561593335,Dove GD Nut Intense 250ml,"Aqua, Cocamidopropyl Betaine, Sodium Hydroxypropyl Starch Phosphate, Lauric Acid, Sodium Lauroyl Glycinate, Sodium Lauroyl Isethionate, Sodium Chloride, Glycerin, Hydrogenated Soybean Oil, Parfum, Helianthus Annuus Seed Oil, Sodium Benzoate, Caprylyl Glycol, Sodium Hydroxide, Citric Acid, Sodium Isethionate, Stearic Acid, Palmitic Acid, Sodium Gluconate, Caprylic Acid, Guar Hydroxypropyltrimonium Chloride, Hydroxystearic Acid, Benzyl Alcohol, Citronellol, Hexyl Cinnamal, Limonene, Linalool."
59013648,Monsavon BIO Déodorant Femme Spray Citron Touche de Verveine 75ml,"ALCOHOL*** DENAT., AQUA, GLYCERIN, NITROGEN, PARFUM, OCTYLDODECANOL, MILK PROTEIN, LIMONENE, CITRAL, LINALOOL. *** Transformés à partir d'ingrédients biologiques 90.5% du total des ingrédients sont issus de l'Agriculture Biologique 99.9% du total est d'origine naturelle COSMOS ORGANIC certifié par Ecocert Greenlife selon le référentiel COSMOS"
7501082721843,Nuvel Crema Humectante,"INGREDIENTES:
Agua, Aceite Mineral, Alcohol Cetlico, Glicerina, Acido Estearic,
Ceteth 20, Fragancia, Trietanolamina, Metilparabeno, Dimeticona,
Alcohol de Lanolina Acetilada y Acetato de Cetilo, Propilparabeno,
Carbomero, Dioxido de Titanio, DMDM Hidantoina, Extracto de
Toronja, Extracto de Granada."
3661434003394,,"AQUA (WATER, EAU) - CETEARYL ETHYLHEXA - NOATE - CETEARYL ISONONANOATE - BUTY - ROSPERMUM PARKII (SHEA) BUTTER - DIGLY - CERIN-BUTYLENE GLYCOL-GLYCERIN - PO - LYMETHYL METHACRYLATE-PROPYLHEPTYL CAPRYLATE - PTFE - TAPIOCA STARCH - CETYL ALCOHOL - PENTAERY-THRITYL DIS - TEARATE-STEARETH-2 - STEARETH-21 - DI - METHICONE - PHENOXYETHANOL - BRASSICA CAMPESTRIS (RAPESEED) STEROLS - GLY - CERYL STEARATE PEG-100 STEARATE - RASPBERRY SEED OIL/PALM OIL AMINOPRO - PANEDIOL ESTERS - SODIUM POLYACRYLATE - CHLORPHENESIN - PARFUM (FRAGRANCE) - CI 77891 (TITANIUM DIOXIDE) - MICA ACRYLATES/C10-30 ALKYL CROSSPOLYMER-TOCOPHERYL o-CYMEN-5-OL - XANTHAN GUM - PANAX GIN - SENG ROOT EXTRACT - BIOSACCHARIDE GUM-1-ASIATICOSIDE - PHYTOSPHINGOSINE - SORBITOL-MALTODEXTRIN - POLYMETHYL - SILSESQUIOXANE - ASCOPHYLLUM NODO - SUM EXTRACT - CI 14700 (RED 4) - ASPARA - GOPSIS ARMATA EXTRACT - POTASSIUM SORBATE - SODIUM HYDROXIDE. ACRYLATE ACETATE - ACL 7697205 CNK 1426-006 CNP 6535070 ESPAÑA CN 194332.3 Laboratoires Dermatologiques d'Uriage 92200 Neuilly - FRANCE MADE IN FRANCE www.uriage.com BE 003 15"
3525727539444,color et soin,PEG2 OLEAMINE AQUA COCCAMIDE DEA ALCOHOL DENAT PROPHILENE GLYCOL ETHANOLALINE OLEIC ACID SIDIUM SULFITE TETRASIDIUM HYDROLYZED EDTA
7500435145404,,"CNTACTO CON LOS
S MINCS ADVERTENCIAS: EVITE O CONTATO COM OS OLHOS. SUSPENDA O USO SE OBSERVAR ALGUMA REAC�U DES
M FORA DO ALCANCE DAS CRIANCAS. INGREDIENTES: AQUA, SODIUM LAURETH SULFATE, SODIUM LAURYL SULFATE,
OHDOPROPHL BETAINE, CITRIC ACID, SODIUM CITRATE, SODIUM XYLENESULFONATE, PARFUM, COCAMIDE MEA, SODIUM
ESSOUM BENZOATE, TETRASODIUM EDTA, PEG-60 ALMOND GLYCERIDES, LINOLEAMIDOPROPYL PG-DIMONIUM CHLORIDE
MONENE, GUAR HYDROKYPROPYLTRIMONIUM CHLORIDE, HEXYL CINNAMAL, HISTIDINE, ALOE BARBADENSIS LEAF
ECHLOROISOTHIAZOLINONE, CI 19140, PASSIFLORA INCARNATA FLOWER EXTRACT, METHYLISOTHIAZOLINONE, ECKLONIA
UTRACT ANTHEMIS NOBILIS FLOWER EXTRACT, CI 17200, CI 42090.
DO NO MEXICO POR: PROCTER"
3014230021237,Brut a/r 100 original,"Alcohol Denat., Aqua, Glycerin, Parfum, PEG-40 Hydrogenated Castor Oil, Propylene Glycol, Ethylhexyl Methoxycinnamate, Butyl Methoxydibenzoylmethane, Ethylhexyl Salicylate, Benzyl Alcohol, Benzyl Salicylate, Citral, Citronellol, Coumarin, Geraniol, Hydroxycitronellal, Limonene, Linalool, CI 15985, CI 42090, CI 47005."
8717644091777,Sig junior 7+ menthe 75ml,"Aqua, Hydrogenated Starch Hydrolysate, Hydrated Silica, Aroma, Cellulose Gum, Decyl Glucoside, Sodium Fluoride, Sodium Saccharin, Limonene, CI 42090."
8712561629089,Dove GD Surgr Huile 750ml,"Aqua, Cocamidopropyl Betaine, Sodium Hydroxypropyl Starch Phosphate, Lauric Acid, Sodium Lauroyl Glycinate, Sodium Lauroyl Isethionate, Sodium Chloride, Glycerin, Hydrogenated Soybean Oil, Parfum, Helianthus Annuus Seed Oil, Sodium Benzoate, Caprylyl Glycol, Sodium Hydroxide, Citric Acid, Sodium Isethionate, Stearic Acid, Palmitic Acid, Sodium Gluconate, Ricinus Communis Seed Oil, Caprylic Acid, Guar Hydroxypropyltrimonium Chloride, Hydroxystearic Acid, Alpha-Isomethyl Ionone, Benzyl Alcohol, Citronellol, Geraniol, Limonene, CI 17200, CI 19140."
8710522350256,Sig baby 0-3 ans 3x50ml,"Aqua, Hydrogenated Starch Hydrolysate, Hydrated Silica, Cellulose Gum, Decyl Glucoside, Aroma, Sodium Saccharin, Sodium Fluoride, CI 16255."
8901138500306,Dental Cream,"/Ingredientes: /Ingredients: /Ingrediënten: / Ingrédients: /Sastojdi: / Sestavine:/Osszetevők: Aqua Hydrated Silica Glycerin, Sodium Lauryl Sulfate, Titanium Dioxide, Aroma, Xanthan Gum, Sodium Saccharin, Menthol, Punica Granatum lark Emart Calciem Rluonide, Sodium Benzoate, Sodium Sulfite, Zanthoxylum Alatum Fruit Extract, Acacia Arabica Stem Bark Extract, Terminalia Chebula Fruit Extract, Terminalia Bellerica Fruit Extract, Emblica Offcinalis Fruit Extract, Embelia Ribes Fruit Extract, Melia Azadirachta Leaf Exmract, Wites Negundo Extract, Thymol, 2-8romo-2-Nitropropane-1,3-Diol, Limonene. Contains Calcium Fluoride (500 ppm F)/ Contiene calcium fluoride (500 ppm F)/ Enthält Kalziumfluorid (500 ppm F)/Enthalt Calciomfiuorid (500 ppm F)/ Contient: Calcium fluoride (500 ppm F)/Sadrži kalcijev fluorid (500 ppm F)/Visebuje kaicijer Suorid (500 ppm F)/Kalcium-fiuoridot tartalmaz (500 ppm F) 1 ens ginn Fights germs"
681131228183,burn gel relief,"aloe barbadensis leaf juicea blue 1, carbomer, disodium edta, glycerin, menthol, phepoxyethanol, polysorbate 20, propanediol, sd alcohol (1,85% w/w), sodium hydroxide, water, yelow 5 questions or ments? 1-888-287-1915 satisfaction guarantees-feruestions er comments please call 9-888-287-1915 sig-"
3574660123081,Aveeno,"Aqua, Glycerin,
Distearyldimonium Chloride, Isopropyl Palmitate, Paraffinum Liquidum,
Cetyl Alcohol, Dimethicone, Avena Sativa Kernel Flour, Allantoin,
Paraffin, Cera Microcristallina, Isopropyl Alcohol, Stearyl Alcohol,
Myristyl Alcohol, Sodium Chloride, Benzyl Alcohol."
6928001826860,,"acqua,glycerin,butylene glycol,caprylic l,capric triglycreide,ceteareth-6,ceteareth-25, cetearyl alcohol,dimethcone,glyceryl stearate se,avocado oil,tocopheryl acetate,methylparaben,vaccinium"
8480017087461,Dentífrico herbal fresh,"Aqua, Sorbitol, Hydrated Silica, Glycerin, PEG-12, Sodium Lauryl Sulfate, Aroma, Xanthan Gum, Titanium Dioxide, Sodium Fluoride, Sodium Saccharin, Sodium Methylparaben, Allantoin, Cl 74260, Sodium Propylparaben, Eucalyptus Globulus Leaf Extract, Chamomilla Recutita Extract, Propylene Glycol, Sodium Benzoate, Potassium Sorbate, Limonene."
4260198094304,benecos body wash 3 in 1 for men only Vegan,"aqua (water), pyrus malus (apple) juice*, sodium water*, betaine, glyceryl oleate, citric acid, sodium chloride, lavandula coco-sulfate, lauryl glucoside, coco-glucoside, lippia citriodora leaf hybrida (lavandin) grosso herb oil, glycerin (vegan), sodium benzoate, parfum (fragrance), potassium sorbate, glycerin (vegan), hypericum perforatum (st, john's wort) flower extract, urtica dioica (nettle) root extract, calendula officinalis (pot marigold) flower extract, arctium lappa (burdock) fruit extract , tilia cordata (linden) flower extract“, rosa canina (rose hip) fruit extract, sambucus nigra (elder) fruit extract, tocopherol, hydrogenated palm glycerides citrate, linalool, limonene"
36800054417,top care gas relief,"guar drug facts active ingredient (in each softgel) simethicone 125 mg. purpose antigas uses for the relief of pressure, bloating, and fullness commonly referred to as gas. if pregnant or breast-feeding, ask a health professional before use. keep out of reach of children. directions adults: swallow with water 1 or 2 softgels as needed after meals and at bedtime do not exceed4 softgels in 24 hours except under the advice and supervision of a physician other information store between 20-25°c (68-77°f) do not refrigerate protect from light, heat, and moisture inactive ingredients d&c yellow #10, edible ink, fd&c blue #1, fd&c red #40, gelatin, glycerin, mannitol, peppermint oil, purified water, sorbitan, sorbitol, titanium diaxide questions or comments? call toll free 1-888-423-0139"
40027111,Nyquil cold and flu,"nyquil cold , flu drug facts active ingredients (in each 30 ml) acetaminophen 650 mg dextromethorphan hbr 30 mg, doxylamine succinate 12,5 mg purpose pain reliever/fever reducer cough suppressant antihistamine uses temporarily relieves common cold/flu symptoms: • cough due to minor throat and bronchial irritation sore throat fever • minor aches and pains • headache runny nose and sneezing warnings liver warning:  this product contains acetaminophen, severe liver damage may occur if you take • more than 4 doses in 24 hours, which is the maximum daily amount for this product with other drugs containing acetaminophen 3 or more alcoholic drinks every day while using this product allergy alert: acetaminophen may cause severe skin reactions, symptoms may include: skin reddening if a skin reaction occurs,  stop use and seek medical help right away sore throat warning: if sore throat is severe, persists for more than 2 days, is accompanied or followed by fever, headache, rash, nausea, or vomiting, consult a doctor promptly, •blisters •rash do not use •with any other drug containing acetaminophen (prescription or nonprescription), it do vou are not sure whoth"
8437020200387,frescor glacial,"coocert greenlife according to the standard
cosmos organic certified by
comes from ecological agriculture,
99% of the total is of natural origin,
23% of the total ingredients
how to use: brush the
after each meal,
urante 2 minutes, do not ingest,
gredientes: aqua, hydrated silica,
mentha piperita leaf water*, sorbitol, aloe
barbadensis leaf juice*, lauryl glucoside,
xanthan gum, aroma, sodium fluoride,
sodium benzoate, stevia rebaudiana
extract, sodium monofluorophosphate,
mentha viridis leaf oil*, menthol*, citric
acid, potassium sorbate, limonene,
,quot,ingredients from
ecological agriculture,
w% of the total is of natural origin,
23% of total ingredients
cosmos"
884486227027,Matrix Mega Varnish,"cyclopentasiloxane, dimethicone, capriu e olea europaea oil/olive frutol leolsolate, benzyl alcohol ca seedol/mango seed ea butter linalool"
5017174042335,Calcium with B12,"Calcium Carbonate, Corn Starch, Buking Agent (Microcrystalline Cellulose), Glazing celulose, Anti-Caking Agent (Magnesium Stearate), Sodium Carboxymethylcellulose, Vitamin D3 (as Acohol, Talc), Cross-linked Sodium Carboxymethy - lum Carboxymethylcellulose, Vitamin bo Cholecalciferol). Cal ulated to"
667555578899,bath ane and body soap,"water (aqua, eau), ammoniu uryl sulfate, fragrance (parfum), oleth-10, d um laureth sulfosuccinate, cocamidopropytane propanediol, peg-120 methyl glucose draeate hydroxyethyl urea, aloe barbadensis leaf juice citric acid, tetrasodium glutamate diacetate, guar hydroxypropyltrimonium chloride, triethylene glycol, benzyl alcohol, propylene glycol, tocopheryl acetate butyrospermum parkii (shea) butter extract, benzophenone-4, methylchloroisothiazolinone, methylisothiazolinone, sodium hydroxide,  limonene, citral, benzyl benzoate,"
77326453575,Tom's of Maine,"calcium carbonate, glycerin, water, xylitol, hydrated silica, natural flavor*, zinc citrate, sodium lauryl sulfate, carrageenan, sodium bicarbonate. &quot;peppermint oil certified b) we've switched to recyclable tube! learn at www.tomsofmaine corporation gluten-free bpa-free tube m recycle box separa"
850002951714,brushbuddies herbal toothpaste infused with acivated charcoal,"sorbitol, silica, water (aqua), peg-32, sodium lauryl sulfate, flavor, xanthan gum, tetrasodium pyrophosphate, benzyl alcohol, charcoal powder, sodium saccharin, sodium benzoate, trisodium phosphate, tetrapotassium pyrophosphate brush buddies www.brushbuddies.com questions or comments? 1-877-274-8358 toll free in usa ui-909-434-0911 international patents, copyrights & trademarks granted or pending worldwide"
76351112631,lotion,"ingredietnateraqua eau cos nucfea coconut cblemstearicacid aluminum sitarch octeny su e cetylaaoihal, propylene glyl fragrance omer diazolidiimyl urea, ceteary edta sodum hychoxide wethyparaben npolyotate 50, panthendl dimethicone aseed oil tocopheryl acetate bkt camella tact calendula officinalis extract hellanthus 01cdotetasioxane melaleuca atermifolia achinensis seed oil. olea europaea fruit of ane sesamum indicum seed ol benzy! salicylate, heryil cinnamal alpha-isome bnone umarin, linalool, hydroryiscihevyl 3-cyclohevene carboialdehyde, amyl cinnamal, citromellal, limonene hydnowycitronellal, eugenol, geraniol"
36800118461,,"water, glycerin, distearyldimonium chloride, petrolatum, isopropyl palmitate, cetyl alcohol,"
321130763611,DM Max Relief,"drug facts active ingredients purposes (in each 20 ml) dextromethorphan hbr 20 mg,,,,, ,cough suppressant ,e,xpectorant guaifenesin 400 mg,,, uses helps loosen phlegm (mucus) and thin bronchial secretions to rid the bronchial passageways of bothersome mucus and ductive"
840040166669,mouthwash,"sodium fluoride 0,02% (0,01% w/v fluoride ion),, purpose anticavity ********** use aids in the prevention of dental cavities warnings keep out of reach of children, if more than used for rinsing is acciderly swallowed, get medical help or contact a poison control center right away, directions adults and children 6 years of age and older: • use twice a day after brushing your teeth with a toothpaste • vigorously swish 10 ml of rinse between your teeth for 1 minute and then spit out do not swallow the rinse do not eat or drink for 30 minutes after rinsing instruct children under 12 years of age in good rinsing habits (to minimize swsing) supervise children as necessary until capable of using without supervision children under 6 years of age: consult a dentist or doctor other information store at room temperature 59-86°f (15-30°c) cold weather may temporarily cloud product,  shake well if this occurs do not use if printed safety seal is broken or missing, inactive ingredients purified water, glycerin, propylene glycol, peg-40 hydrogenated castor oil, poloxamer 407, sodium benzoate, flavor, cetylpyridinium chloride, sucralose, citric acid, disodium phosphate, fd,c blue #1 questions? 1-866-373-7374 or comments@drfresh,com dr, fresh, llc, buena park, ca 90620 www,drfresh,com made in usa item # 16-06-16666-4 r-02 8, 9999l000 6, co exe"
681131052481,sensitive skin equate,"amount of body wash onto a wet *this product is not manufactured or distributed created responsibly at a leed-certified facility, by unilever, owner of the registered trademark directio ns: pump desired washcloth, sponge or net pouf and apply to body, work into a rich lather and rinse off, caution: for externaluse only, avoid contact with eyes,  should this occur, rinse thoroughly with water, keep out of reach of children, ingredient s: water (aqua), cocamidopropyl betaine, sodium hyd roxypropyl starch phosphate, lauric acid, sodium lauroyl methyl isethionate, sodium lauroyl glycinate, glycine soja (soybean) oil, hydrogenated castor oil, fragrance (parfum), guar hydroxypropyltrimonium chloride, stearic acid, glycerin, tetrasodium edta, methylchloroisothiazolinone, methylisothiazolinone, satisfaction guaranteed - or we'll replace it or  give you your money back, for questions or comments or to report an undesired reaction or side effect, please call 1-888-287-1915,"
6890633,Tums antacid Smoothies - Berry Fusion,"750 mg calcium carbonate/tablet uses: - fast heartburn relief sour stomach acid indigestion caused by excess stomach acidity. warning: do not use: if allergic to any of the ingredients more than the recommended dose-for longer than 2 weeks, unless advised by a doctor within 2 hours of another medicine, because the effectiveness of the medicine may be altered by calcium carbonate. talk to your doctor if you are taking other medicine or symptoms persist beyond 2 weeks or recur. keep out of reach of children. directions: antacid: adults and pregnant women: chew 2-4 tablets as needed. maximum daily dose: adults: 10 tablets pregnant women: 6 tablets, security feature: do not use if printed inner seal beneath cap is missing or broken. do not store above 25°c. non-medicinal ingredients: (alpha) acacia, adipic acid, artificial and natural flavours calcium stearate, dextrose, fd&c blue #1 al lake, fd&c red #40 al. lake guar gum, microcrystalline cellulose, sorbitol contains soy ngrédient medicinal: 750 mg de carbonate de calcium p comprimé. usages: soulagement rapide des brûlures d'estoma aigreurs d'estomac indigestions dues à un excès d'acidité gastriqu mise en garde: ne pas prendre en cas d'allergie à l'un ou l'autre c ngrédients plus que la dose recommandée pendant plus de 2 semain auf sur l'avis d'un médecin dans les 2 heures précédant ou suiv emploi d'un autre médicament"
859748001134,Naked Bee Orange Blossom Honey Lip Balm,"olea europaea (ove) fruit oil, gly - cine soja (soybean) o beeswax, flavor, hel - lanthus annuus (sunflower) seed oil, honey', ros - marinus officinalis (rosemary) leaf extract, camellia sinensis (green tea) leaf extract, citrus aurantium dulcis (orange) fruit extract, tocopherol (non-gmo) &quot;certified organic ingredients"
792850164000,Moisturizing Lip Balm,"Helianthus Annuus Seed Oil, Cera Alba, Cocos Nucifera Oil, Ricinus Communis Seed Oil, Lanolin, Aroma*, Punica Granatum Seed Oil, Tocopherol, Rosmarinus Officinalis Leaf Extract, Glycine Soja Oil, Canola Oil (Huile De Colza), Carmine, Benzyl Salicylate, Cinnamal, Citral, Eugenol, Geraniol, Hydroxycitronellal, Limonene, Linalool.

*Natural Flavour / Arôme Naturel."
666425541476,,"e aqua), acetamide mea, cetyl alcohol, stearyl alcohol, dralyzed keratin, hydrolyzed elastin, panthenol, stearalko - um chloride, amodimethicone, cetrimonium chloride, ideceth-12, polyquaternium-4, cetrimonium bromide, drolyzed mucopolysaccaride, tocopherol, linoleic acid, rolenic acid, arachidonic acid, triticum vulgare (wheat methoxy bicyclic oxazolidine, em oil, methylparaben, propylparaben, fragrance (parfum), extreme light petangle medium strong chine varufactured exclusively for: eate professional arianne ne 68137 not tested on animals the usa fabricado en los ee , uu, me is proud to make a donation from the retall size create professionaltm products to mete cosmetology education,"
70501067918,,"water, decyl isostearate, isopropyl isostearate, dimethicone, isohexadecane, hexylene glycol, peg-6 caprylic/capric glycerides, trisiloxane, phenoxyethanol, sucrose cocoate, chlorphenesin, polysorbate 20, acrylates/c10-30 alkyl acrylate crosspolymer, fragrance, sodium hydroxide"
41388160016,blistex lip medex,"swax, benzyl alcohol, diisopropyl bate, flavors, fragrances, lanolin, ultra-medtm formula to pruvi quick cooling lip relief you can feel working. lip medex also helps to restore a healthy moisture balance to lips. sore lips: lip medex's medicated ingredients deliver a noticeable and immediate cooling action to provide fast relief from the hot, itching sensations that accompany sore lips. serious dryness: lip medex provides a special barrier that helps lip cells return to their natural moisture balance. #34292 2011 blistex inc. p.o. box 5392 oak brook, il 60522-5392 card is 100% recyclable. satisfaction guaranteed blistex drug facts (continued) menthoxypropanediol, microcrystalline wax, myristyl myristate, ricinus communis (castor) seed oil, saccharin, theobroma cacao (cocoa) seed butter 0 41388 16001"
11520764,,"bentonite, petrolatum, diethylhexyl maleate, beeswax, ethylhexyl stearate, propylène glycol, vp/va copolymer, peg-10 sunflower glycerides, isoceteth-20, peg-40 sorbitan peroleate, methylparaben, propylparaben, fragrance (parfum)"
81555355258,Sweet lip Scrub,"en case d'irritation, interrpmpre ingest. for external use onl on, discontinue us l'utilisation. ne pas ingerer. pour usage externe seulement. ingredients / ingrédients erythritol, petrolatum, simmondsia chinensis (jojoba) seed oil, ethylhexyl palmitate, mineral oil paraffinum liquidum), cera microcristallina ethylene/propylene/styrene copolymer, phenoxyeti ianol, fragrance (parfum), butyrospermum parkii (shea) butter, tocopheryl acetate, vitis vinifera (grape) seed oil, helianthus annuus (sunflower) seed oil, butylene/ethylene/styrene copolymer, pentaerythrityl tetra-di-t-butyl hydroxyhydrocinnamate, tocopherol, citral, limonene."
5255010275114,Silca putzi children toothpaste,paste
803954302059,dr groot shampoo,"water/eau, disodium laureth sulfo succinate, disodium lauryl sulfosuccinate, glycerin, cocamidop ropyl betaine, fragrance/parfum, acrylates/c10-30 alkyl acrylate cross polymer, sodium cocoyl isethionate, saccharomyces cerevisiae extract, yeast extract/extrait de levure, beta-glucan, inulin maltodextrin, bifidaferment lysate, lactobacillus ferment lysate anthemis nobilis flower water, rosmarinus officinalis (rosemary extract, biotin, caffeine, melissa officinalis flower/leaf/stem water houttuynia cordata extract, panax ginseng root extract, paeonia suffrutico sa branch/flower/leaf extract, paeonia suffruticosa root extract, artemisia annua extract, azadirachta indica leaf extract, camelliasinensis leaf extract, mentha arvensis leaf extract, centella asiatica leaf extract, hyaluronic acid, polygonum multiflorum root extract, panax ginseng leaf/stem extract, arginine, benzyl alcohol, aspartic acid, polylysine, zingiber officinale (ginger) root extract,  ganoderma lucidum (mushroom) extract, pca, serine, glycine, alani ne, althaea officinalis root extract, calendula officinalis flower extract, chamaecyparis obtusa leaf extract, phellinus linteus extract, valine, dehydroacetic acid, isoleucine, proline, threonine histidine, phenylalanine, sodium pca, alchemilla vulgaris extract, vinegarminaigre, zea mays (corn) starch, dextrin, peg-crosspolymer, cap rylyl glycol, di-c12-13 alkyl malate, polyquaternium-7, microcry stalline cellulose, cocamide mea, coco-glucoside, glyceryl oleate menthol, panthenol, salicylic acid, coconut acid, niacinamide, ppg-3 caprylyl ether, mannitol, chromium hydroxide green (ci 77289), sodium isethionate, tetrasodium edta, methy - lpropanediol, ethylhexylglycerin, chloroph - yllin-copper complex, citric acid, potassium hydroxide, pentylene glycol, alcohol, butylene glycol, 12-hexanediol, sodium lactate, potassium sorbate, hexylene glycol, sodium chloride sodium benzoate usaf 6 954 30205"
65743332313,live clean,"water (aqua), cetyl alcohol, stearyl alcohol, behentrimonium chloride, diheptyl succinate, carylbyl glycerin/sebacic acid copolymer, caprylic/capric glyceride, prunus armeniaca (apricot) kernel oil, cocos nucifera (coconut) oil, cocos nucifera (coconut) fruit extract, hydrolyzed rice protein, corbic acid, panthenol, tocopheryl acetate, ricinus commis (castor) seed oil, hydrogenated castor oil, cera albay beeswax/cire d'abeille, copernicia cerifera (carnauba) wax, hydroxyethylcellulose, glycerin, phenoxyethanol, benzyl alcohol, ethylhexylglycerin, coumarin, hexyl cinnamal, linalool, with fragrance (parfum), citric acid. certified organic carefully selected ingradin pants min"
79400485182,suave catus shampoo,"water (aqual cocamidopropyl betaine, sodium methyl cocoyl taurate, sodium chloride, citric acid, sodium benzoate, stearamidopropyl dimethylamine, polyquaternium-10, **** aysuave.com or comments fragrance (parfumi opuntia ficus-indica seed oil p free size vs. 11oz 2"
10181051807,,"water (aqua). glycine soja (soybean) oil, butyrospermum parkii (shea) butter, isopropyl myristate, propylene glycol, cetyl alcohol, palmitic acid, stearic acid, tocopherol, tocopheryl acetate, aloe barbadensis leaf juice, vitis vinifera (grape) seed oil, sclerocarya birrea seed oil, helianthus annuus (sunflower) seed oil, avena sativa (oat) meal extract, fragrance (parfum), peg-40 stearate. stearyl alcohol, carbomer, ethylhexylglycerin, sodium hydroxide, tetrasodium edta. phenoxyethanol, sodium metabisulfite, sodium sulfite, benzyl benzoate, benzyl salicylate, hexyl cinnamal, butylphenyl benzyl alcohol. methylpropional,"
